,age,race,prior,gender,juvenilecrime,currentcharge
996,0,1,0,1,1,0
997,0,1,0,1,0,0
998,0,1,0,1,1,0
999,0,0,0,1,1,0
1000,0,0,1,0,1,0
1001,0,1,0,0,1,0
1002,0,1,0,1,1,1
1003,0,1,0,1,1,0
1004,0,0,0,1,1,0
1005,0,0,0,0,1,1
1006,0,0,1,0,1,1
1007,0,0,1,1,1,1
1008,0,1,1,0,1,0
1009,0,1,0,0,1,0
1010,0,1,0,1,1,0
1011,1,0,1,1,1,1
1012,0,0,0,1,1,1
1013,0,0,0,1,1,1
1014,0,0,1,1,1,0
1015,0,0,1,0,1,0
1016,0,0,1,1,1,1
1017,0,1,1,0,1,0
1018,0,0,0,0,1,0
1019,0,0,1,1,1,1
1020,0,0,0,1,1,1
1021,0,0,0,1,1,0
1022,0,0,1,0,1,1
1023,0,1,0,1,0,1
1024,0,1,0,1,1,0
1025,1,0,1,1,1,0
1026,0,0,0,1,0,0
1027,0,0,0,1,0,1
1028,0,1,1,1,1,0
1029,0,1,0,0,0,0
1030,0,1,0,0,1,0
1031,0,0,0,1,1,1
1032,0,0,1,1,1,0
1033,0,1,0,1,0,1
1034,0,1,1,1,1,0
1035,1,0,0,1,1,0
1036,0,1,0,1,1,0
1037,0,1,0,1,1,0
1038,0,1,1,1,1,0
1039,0,1,0,0,1,0
1040,0,1,0,1,1,0
1041,0,1,0,1,1,1
1042,0,1,1,0,1,1
1043,0,0,1,1,1,1
1044,0,1,0,1,1,1
1045,0,1,0,1,0,0
1046,0,0,0,0,1,0
1047,0,0,0,1,1,1
1048,0,0,1,1,1,1
1049,0,0,1,1,1,1
1050,0,0,0,0,1,0
1051,0,1,0,0,1,0
1052,0,0,0,1,1,0
1053,0,1,0,1,1,0
1054,0,0,0,1,1,0
1055,0,0,0,1,1,1
1056,0,1,0,1,1,0
1057,0,0,1,0,1,0
1058,1,1,1,1,1,1
1059,0,1,0,0,1,0
1060,0,0,1,1,1,0
1061,0,0,1,1,1,0
1062,0,0,0,0,1,0
1063,0,0,0,0,1,1
1064,0,0,1,1,1,1
1065,0,0,0,1,1,0
1066,0,1,0,0,1,0
1067,1,1,0,1,1,0
1068,0,1,1,1,1,1
1069,0,0,1,1,1,0
1070,0,1,0,1,1,0
1071,0,1,0,1,1,0
1072,0,0,1,1,1,0
1073,0,1,0,1,1,0
1074,0,0,0,1,1,0
1075,0,1,1,0,1,1
1076,0,0,0,1,1,0
1077,0,1,0,1,1,0
1078,0,1,1,1,1,1
1079,0,1,0,1,1,1
1080,0,0,1,1,1,0
1081,0,0,1,1,1,1
1082,0,1,1,1,1,1
1083,0,0,1,1,1,1
1084,1,1,1,1,1,0
1085,0,1,0,0,1,0
1086,0,1,1,1,1,1
1087,0,0,0,0,1,0
1088,0,0,0,0,1,1
1089,0,0,0,1,1,1
1090,0,0,0,0,1,1
1091,0,1,0,1,1,1
1092,0,1,1,1,1,0
1093,1,0,0,1,0,0
1094,0,1,1,0,1,1
1095,0,1,0,1,0,0
1096,0,1,0,1,1,0
1097,0,1,0,1,1,1
1098,0,1,0,1,1,1
1099,0,0,0,1,1,1
1100,0,1,1,1,1,1
1101,0,1,0,1,0,0
1102,0,0,0,1,0,0
1103,0,0,1,1,1,1
1104,0,0,0,1,1,0
1105,0,0,1,0,1,0
1106,0,1,0,1,1,0
1107,0,0,1,1,1,0
1108,0,0,0,1,1,1
1109,0,1,0,1,1,0
1110,1,0,1,1,1,1
1111,0,0,1,1,1,1
1112,0,0,0,1,1,0
1113,0,1,1,1,1,0
1114,0,1,1,1,1,0
1115,0,1,0,1,1,0
1116,0,0,0,0,1,0
1117,0,0,0,1,1,0
1118,0,1,0,0,1,0
1119,0,0,0,1,1,1
1120,1,1,1,1,1,0
1121,0,0,1,1,1,1
1122,0,0,0,0,1,1
1123,0,1,0,1,1,0
1124,0,0,0,1,1,0
1125,0,0,1,1,1,1
1126,0,0,0,0,1,1
1127,0,0,1,1,1,1
1128,0,0,0,0,1,1
1129,0,0,1,1,1,0
1130,0,1,1,1,1,1
1131,0,0,0,1,1,1
1132,0,1,1,1,1,0
1133,0,1,1,1,1,0
1134,0,0,0,1,1,0
1135,0,0,0,1,1,0
1136,1,1,0,1,1,0
1137,0,1,1,1,1,1
1138,0,0,0,1,1,0
1139,0,0,0,1,1,1
1140,0,0,0,1,1,0
1141,0,0,0,1,1,1
1142,0,0,1,1,1,1
1143,0,0,0,1,1,0
1144,0,1,0,0,1,0
1145,0,0,1,1,1,0
1146,0,1,0,0,1,0
1147,0,0,1,1,1,0
1148,0,1,0,1,1,0
1149,0,0,1,1,1,1
1150,0,1,0,1,1,0
1151,0,0,0,1,1,0
1152,0,0,0,1,1,0
1153,0,1,0,1,1,0
1154,0,0,1,1,1,1
1155,1,1,1,0,1,0
1156,0,0,0,1,1,1
1157,0,0,0,1,1,1
1158,0,1,0,1,1,0
1159,0,1,0,1,1,0
1160,0,0,0,1,1,1
1161,0,0,0,1,1,0
1162,0,1,1,1,1,1
1163,0,0,0,1,1,1
1164,0,1,1,1,1,0
1165,0,1,0,1,1,1
1166,0,0,1,1,1,1
1167,0,1,0,1,0,0
1168,1,1,0,1,0,0
1169,0,0,0,1,1,1
1170,0,0,1,1,1,1
1171,0,1,0,1,1,0
1172,0,1,1,1,1,0
1173,0,1,0,0,1,0
1174,0,0,0,1,1,0
1175,0,1,1,1,1,0
1176,0,1,0,1,0,0
1177,0,1,1,1,1,1
1178,0,0,0,1,1,0
1179,0,0,0,1,1,0
1180,0,1,0,0,1,0
1181,0,0,1,1,1,1
1182,0,0,0,0,0,1
1183,0,1,0,1,0,0
1184,0,1,0,0,1,0
1185,0,0,1,1,1,0
1186,0,0,0,1,1,0
1187,0,1,1,1,1,1
1188,0,0,1,1,1,0
1189,0,1,0,1,1,0
1190,0,1,0,1,1,0
1191,0,1,0,1,0,0
1192,1,1,1,1,0,0
1193,0,0,1,1,1,0
1194,0,1,0,1,1,0
1195,0,1,0,1,1,0
1196,0,1,0,1,1,0
1197,0,0,0,1,0,0
1198,0,1,0,1,1,0
1199,0,0,0,1,1,1
1200,0,0,0,1,1,0
1201,0,1,1,1,1,0
1202,0,1,0,1,1,1
1203,0,1,0,1,1,1
1204,0,0,0,0,1,1
1205,0,0,1,1,1,1
1206,0,0,1,0,1,1
1207,0,1,0,1,1,0
1208,0,1,0,1,1,1
1209,0,0,0,1,1,0
1210,0,1,0,1,1,1
1211,1,1,0,1,0,0
1212,0,0,1,1,1,0
1213,0,1,0,1,1,1
1214,0,1,1,1,1,0
1215,0,1,1,0,1,1
1216,0,1,0,1,1,0
1217,0,0,1,0,1,1
1218,0,1,0,1,1,1
1219,0,0,1,1,1,0
1220,0,0,1,0,1,1
1221,0,1,0,0,1,0
1222,0,0,1,1,1,1
1223,0,1,0,1,0,0
1224,0,0,0,1,1,0
1225,0,0,0,1,1,0
1226,0,1,1,1,1,0
1227,0,0,1,1,1,0
1228,0,0,1,1,1,0
1229,0,1,0,1,0,0
1230,0,1,1,1,1,1
1231,1,1,0,1,0,0
1232,0,0,1,1,1,1
1233,0,1,0,0,0,0
1234,0,0,0,1,1,1
1235,0,0,0,1,1,1
1236,0,0,0,1,1,0
1237,0,1,0,1,1,1
1238,0,1,0,1,1,0
1239,0,0,0,1,1,1
1240,0,1,1,1,1,0
1241,0,0,0,1,1,0
1242,0,0,0,1,1,0
1243,0,1,0,1,0,1
1244,0,1,0,1,0,0
1245,0,0,0,0,1,0
1246,0,0,1,1,1,0
1247,0,0,1,0,1,0
1248,1,1,0,1,0,0
1249,0,1,1,1,1,0
1250,0,1,0,0,1,0
1251,0,1,1,1,1,0
1252,0,0,0,1,1,1
1253,0,1,0,0,1,0
1254,0,1,0,1,1,0
1255,0,0,1,1,1,0
1256,0,0,0,1,1,0
1257,0,0,0,1,1,0
1258,0,1,0,0,1,1
1259,0,0,0,1,1,1
1260,0,0,1,1,1,1
1261,0,1,1,0,1,1
1262,0,0,1,1,0,0
1263,0,1,0,0,1,0
1264,0,0,1,1,1,1
1265,0,0,0,1,1,0
1266,0,1,0,1,1,0
1267,0,1,0,1,1,0
1268,0,0,0,1,1,1
1269,0,1,0,1,1,0
1270,0,1,0,1,1,1
1271,0,0,0,1,1,0
1272,0,1,0,1,0,0
1273,0,1,1,1,1,1
1274,0,0,0,1,0,1
1275,0,0,0,1,1,0
1276,0,1,1,1,1,1
1277,0,0,0,1,1,1
1278,0,0,0,0,1,0
1279,0,1,0,0,1,1
1280,0,1,0,1,1,0
1281,0,1,0,1,1,1
1282,0,1,0,1,0,0
1283,0,0,0,1,1,0
1284,0,0,0,0,1,0
1285,0,1,1,0,1,1
1286,0,1,0,1,1,1
1287,0,1,0,1,1,0
1288,0,1,0,1,1,0
1289,0,0,0,1,0,0
1290,0,1,0,1,1,0
1291,0,1,0,0,1,0
1292,0,1,0,1,1,0
1293,0,1,0,1,1,0
1294,0,0,0,1,1,0
1295,0,1,0,0,1,1
1296,0,1,0,1,1,1
1297,0,0,0,1,1,1
1298,0,0,0,1,1,0
1299,0,0,0,1,0,1
1300,0,1,0,1,0,1
1301,0,0,0,1,1,0
1302,0,0,0,1,1,0
1303,0,0,0,1,1,0
1304,0,1,0,1,1,0
1305,0,1,0,1,0,0
1306,0,0,0,0,1,1
1307,0,1,0,1,1,0
1308,0,0,1,1,1,1
1309,0,0,0,0,1,0
1310,0,1,0,1,1,0
1311,0,1,0,1,0,0
1312,0,1,0,0,1,0
1313,0,1,0,1,0,0
1314,0,0,0,1,1,1
1315,0,0,1,1,1,0
1316,0,0,1,0,1,0
1317,0,1,0,1,1,0
1318,0,1,0,0,1,0
1319,0,1,1,1,1,1
1320,0,0,0,1,1,0
1321,0,0,0,0,1,0
1322,0,1,0,0,1,0
1323,0,1,0,1,0,0
1324,0,0,0,1,1,0
1325,0,0,0,1,1,1
1326,0,0,0,1,1,1
1327,0,0,0,1,0,1
1328,0,1,0,1,1,1
1329,1,1,0,1,0,0
1330,0,0,1,1,1,1
1331,0,1,0,1,1,0
1332,0,1,0,1,1,1
1333,0,0,1,1,1,1
1334,0,1,0,1,1,0
1335,0,0,0,1,1,1
1336,0,1,0,1,0,1
1337,1,0,0,0,0,1
1338,0,1,0,1,1,0
1339,0,0,0,1,1,1
1340,0,0,1,1,1,0
1341,0,0,1,1,1,0
1342,0,0,1,1,1,0
1343,0,0,0,1,1,0
1344,0,0,0,1,1,0
1345,0,1,0,1,0,0
1346,0,0,1,0,1,1
1347,0,0,0,1,1,1
1348,0,0,0,1,1,1
1349,0,0,1,0,1,0
1350,0,1,0,1,1,0
1351,0,0,0,1,1,0
1352,0,1,0,1,1,1
1353,0,0,1,1,1,1
1354,0,1,0,1,1,0
1355,0,0,1,1,1,0
1356,0,1,1,0,0,0
1357,0,1,0,1,1,1
1358,0,1,0,1,1,0
1359,0,0,1,1,1,1
1360,0,1,0,1,1,0
1361,0,1,0,1,0,0
1362,0,0,1,1,1,1
1363,0,1,0,1,0,0
1364,0,0,1,1,1,0
1365,0,0,0,1,1,0
1366,0,1,0,1,1,0
1367,1,1,0,1,0,0
1368,0,0,1,1,1,1
1369,0,0,0,0,1,0
1370,0,1,0,0,1,0
1371,0,0,0,1,1,0
1372,0,1,0,0,1,1
1373,0,1,0,1,1,0
1374,0,1,0,1,1,1
1375,0,1,1,1,1,1
1376,0,0,1,1,1,1
1377,0,1,1,1,1,0
1378,1,1,1,1,1,1
1379,0,0,0,1,1,0
1380,0,1,0,1,1,1
1381,0,0,0,1,1,0
1382,0,0,0,0,1,1
1383,0,0,0,1,1,0
1384,0,0,1,1,1,1
1385,0,0,0,0,1,0
1386,0,0,0,1,1,1
1387,0,1,1,1,1,0
1388,0,1,1,1,1,1
1389,0,1,0,1,0,0
1390,0,0,0,0,1,1
1391,0,0,0,1,1,0
1392,0,1,0,1,1,0
1393,0,0,1,1,1,0
1394,1,1,0,0,0,0
1395,0,1,1,1,1,1
1396,0,0,1,1,1,0
1397,0,1,0,1,1,1
1398,0,1,0,1,0,0
1399,0,1,0,1,0,0
1400,0,1,1,1,1,0
1401,0,0,0,1,1,0
1402,0,0,1,0,1,1
1403,0,0,0,0,1,0
1404,0,0,0,1,1,1
1405,0,1,0,1,0,0
1406,0,1,0,1,1,1
1407,0,1,0,1,0,0
1408,0,1,0,1,0,0
1409,0,1,1,0,1,0
1410,0,1,0,0,1,0
1411,0,0,1,1,1,0
1412,0,0,0,0,1,1
1413,0,0,0,0,1,1
1414,0,1,0,0,0,0
1415,0,0,0,1,0,0
1416,0,0,0,1,1,1
1417,0,0,0,0,1,1
1418,0,0,1,1,1,0
1419,0,0,1,1,1,1
1420,0,0,0,1,1,1
1421,0,1,0,1,1,0
1422,0,0,0,1,1,0
1423,0,0,0,1,1,0
1424,0,1,0,1,1,0
1425,0,1,0,1,0,0
1426,0,0,0,1,1,0
1427,0,1,0,1,1,0
1428,1,0,1,0,1,0
1429,0,1,1,1,1,0
1430,0,0,0,1,1,0
1431,0,0,1,1,1,1
1432,0,1,0,0,1,1
1433,0,0,1,1,1,0
1434,0,1,0,1,0,0
1435,0,0,0,1,1,0
1436,0,1,0,1,1,1
1437,0,1,0,1,1,0
1438,0,1,1,1,1,0
1439,0,0,1,1,1,1
1440,0,0,0,0,1,1
1441,0,0,0,1,1,0
1442,0,0,0,1,1,0
1443,0,0,1,1,1,1
1444,0,1,1,1,1,0
1445,0,0,0,1,1,0
1446,0,1,0,1,1,1
1447,0,1,0,1,1,0
1448,0,1,0,1,1,0
1449,0,1,0,1,1,0
1450,0,1,0,1,1,0
1451,0,0,0,1,1,0
1452,0,0,0,1,0,1
1453,0,1,0,1,1,0
1454,0,0,0,1,1,0
1455,0,1,0,1,0,0
1456,0,0,0,1,0,0
1457,0,1,1,1,1,0
1458,0,1,0,1,1,1
1459,0,1,0,1,1,0
1460,0,1,1,1,1,1
1461,0,0,1,1,1,1
1462,0,1,0,0,1,0
1463,0,0,0,0,1,1
1464,0,1,0,1,1,0
1465,0,0,1,0,1,1
1466,0,0,1,1,1,0
1467,0,0,0,0,1,0
1468,0,1,0,0,1,0
1469,0,0,1,1,1,0
1470,0,0,0,1,1,0
1471,0,0,0,1,1,1
1472,0,0,0,1,1,0
1473,0,1,1,1,1,0
1474,0,0,1,1,1,0
1475,0,1,0,0,1,0
1476,0,0,1,1,0,1
1477,0,1,0,1,1,1
1478,0,1,0,1,1,0
1479,0,0,0,1,0,1
1480,0,1,0,1,0,0
1481,0,1,0,1,0,0
1482,0,1,0,1,0,0
1483,0,1,0,1,0,0
1484,0,1,0,1,1,0
1485,0,1,0,1,1,0
1486,0,0,0,1,0,0
1487,0,1,0,1,0,0
1488,0,1,0,1,1,0
1489,0,1,0,0,1,0
1490,0,1,0,1,1,0
1491,0,0,1,1,1,1
1492,0,0,1,1,1,0
1493,0,0,1,1,1,1
1494,0,1,0,1,1,0
1495,0,1,1,1,1,1
1496,1,1,1,1,0,0
1497,0,1,0,1,0,1
1498,1,0,1,1,1,1
1499,0,0,0,1,1,0
1500,0,1,0,1,1,1
1501,0,1,1,0,1,1
1502,0,1,0,0,1,1
1503,0,0,1,1,1,0
1504,0,0,0,1,1,0
1505,0,1,0,1,1,0
1506,0,1,0,1,0,0
1507,0,0,0,1,1,0
1508,0,1,1,1,1,0
1509,0,1,0,1,1,0
1510,0,1,0,1,1,1
1511,0,0,1,1,1,0
1512,0,1,1,1,1,0
1513,0,1,0,1,1,0
1514,0,0,1,1,1,0
1515,0,0,0,0,1,0
1516,0,0,0,1,0,1
1517,0,0,0,1,1,1
1518,0,1,0,1,1,0
1519,0,0,1,1,1,1
1520,0,1,0,1,0,0
1521,0,1,0,0,1,0
1522,0,0,0,1,0,0
1523,0,0,0,0,1,0
1524,1,0,0,1,0,0
1525,0,0,0,1,1,0
1526,0,1,1,0,1,1
1527,0,0,0,1,1,0
1528,0,1,0,1,1,0
1529,0,0,0,1,1,1
1530,0,0,0,0,1,0
1531,0,1,0,1,1,0
1532,0,0,0,1,1,0
1533,0,0,0,0,1,0
1534,0,1,0,1,1,1
1535,0,0,1,1,1,1
1536,0,1,0,0,1,0
1537,0,1,0,1,1,0
1538,0,0,1,0,1,1
1539,0,0,0,0,1,1
1540,0,1,0,1,1,0
1541,0,1,0,1,1,0
1542,0,0,0,1,1,1
1543,0,1,0,1,1,0
1544,0,0,1,0,1,1
1545,0,1,1,1,1,1
1546,0,1,0,1,0,0
1547,0,1,0,1,1,0
1548,0,1,0,0,1,1
1549,0,1,0,1,1,0
1550,0,0,1,1,1,0
1551,0,0,0,1,1,0
1552,0,1,1,1,1,0
1553,0,0,0,1,1,0
1554,0,1,0,1,1,0
1555,0,1,0,1,0,1
1556,0,0,0,1,1,0
1557,0,1,0,1,1,0
1558,0,1,1,1,1,0
1559,0,0,0,1,1,1
1560,0,1,0,1,0,0
1561,0,0,0,1,1,0
1562,0,1,0,1,1,0
1563,0,0,0,1,1,0
1564,0,0,0,1,1,0
1565,0,0,1,1,0,1
1566,0,0,1,1,1,1
1567,1,0,0,1,0,0
1568,0,0,1,1,1,0
1569,0,0,0,1,1,1
1570,0,0,0,0,1,0
1571,0,0,0,1,1,0
1572,0,1,1,0,1,0
1573,0,1,0,1,1,1
1574,0,1,0,1,1,0
1575,0,1,0,1,1,1
1576,0,1,1,1,1,0
1577,0,0,0,1,1,0
1578,0,0,0,1,1,0
1579,0,0,0,0,1,0
1580,0,1,0,1,1,0
1581,0,1,1,1,1,0
1582,0,1,0,0,1,0
1583,0,0,1,1,1,0
1584,0,0,0,0,0,0
1585,0,0,0,1,1,1
1586,0,1,0,1,0,0
1587,0,1,0,1,0,0
1588,0,1,0,1,0,0
1589,0,0,0,1,1,0
1590,0,0,0,1,1,0
1591,0,1,1,1,1,1
1592,0,0,1,0,1,1
1593,0,1,1,1,1,0
1594,0,1,0,1,1,0
1595,0,1,0,1,1,0
1596,0,0,1,1,1,1
1597,0,1,1,0,1,0
1598,0,1,0,0,1,1
1599,0,0,1,1,1,1
1600,0,1,0,1,0,0
1601,0,1,0,0,1,1
1602,0,0,0,0,1,0
1603,0,1,1,1,1,1
1604,0,0,0,1,1,0
1605,0,1,0,1,1,0
1606,0,0,0,1,1,1
1607,0,0,1,0,1,0
1608,0,1,1,1,1,0
1609,0,1,0,1,1,0
1610,0,1,1,1,1,0
1611,0,1,0,0,1,0
1612,0,1,0,1,0,1
1613,0,0,1,1,1,0
1614,0,0,0,1,1,1
1615,0,0,0,1,1,1
1616,0,1,1,0,1,0
1617,0,1,0,1,1,0
1618,0,0,0,1,1,1
1619,0,0,0,1,0,0
1620,0,0,0,1,0,0
1621,0,1,0,1,1,0
1622,0,0,0,1,1,0
1623,0,0,1,1,1,1
1624,0,1,0,1,1,0
1625,0,0,1,1,1,0
1626,0,1,0,1,1,0
1627,0,1,0,1,0,0
1628,0,0,0,1,1,0
1629,0,1,0,1,1,0
1630,0,0,1,1,1,1
1631,0,1,0,1,1,0
1632,0,0,1,1,1,0
1633,0,0,0,1,1,0
1634,0,0,1,1,1,1
1635,0,1,0,1,1,1
1636,0,1,0,1,1,0
1637,0,0,0,0,1,0
1638,0,0,1,1,1,1
1639,0,1,0,1,1,0
1640,0,0,1,0,1,1
1641,0,1,1,1,1,0
1642,0,0,0,1,0,1
1643,0,1,0,1,1,0
1644,0,1,0,1,1,0
1645,0,0,0,1,1,1
1646,0,1,1,0,1,1
1647,0,0,0,1,1,1
1648,0,0,1,0,1,0
1649,0,0,0,1,1,1
1650,0,1,0,1,1,1
1651,0,0,0,1,1,1
1652,0,0,0,1,1,1
1653,0,1,0,1,1,1
1654,0,0,1,1,1,1
1655,0,1,0,1,0,1
1656,0,1,0,1,1,0
1657,0,1,1,0,1,0
1658,0,0,1,1,1,0
1659,0,0,1,1,1,1
1660,0,0,1,1,1,1
1661,0,1,0,1,1,1
1662,0,1,0,1,0,0
1663,0,0,0,1,0,1
1664,0,1,1,1,1,1
1665,0,1,1,1,1,1
1666,0,0,1,1,1,1
1667,0,1,0,1,1,1
1668,0,1,0,1,1,0
1669,0,0,0,1,1,0
1670,0,1,1,1,1,0
1671,0,1,0,1,0,1
1672,0,0,0,1,1,1
1673,0,0,0,1,1,0
1674,0,1,1,1,1,0
1675,0,0,1,1,1,1
1676,0,0,0,1,1,0
1677,0,0,0,1,1,0
1678,0,1,1,0,1,1
1679,0,0,0,1,0,0
1680,0,1,0,1,1,0
1681,0,0,0,1,1,0
1682,0,0,0,1,1,0
1683,0,0,0,1,1,0
1684,0,1,0,0,1,1
1685,0,0,0,1,0,1
1686,0,1,1,1,1,0
1687,0,0,1,1,1,1
1688,1,0,0,1,1,0
1689,0,0,0,1,1,0
1690,0,0,0,1,1,0
1691,0,0,1,1,1,1
1692,0,0,0,1,1,0
1693,0,1,1,1,1,0
1694,0,1,0,1,1,0
1695,0,1,0,0,1,1
1696,0,1,0,1,1,0
1697,0,1,0,1,0,0
1698,0,0,0,1,1,0
1699,0,1,1,1,1,0
1700,0,1,0,1,1,0
1701,0,0,0,1,0,0
1702,0,1,0,1,1,0
1703,0,1,0,1,1,0
1704,0,0,1,1,1,0
1705,0,0,1,1,1,1
1706,0,0,1,1,1,1
1707,0,1,0,1,1,1
1708,0,1,1,1,0,0
1709,0,0,0,1,0,0
1710,0,1,0,1,1,1
1711,0,1,0,1,1,0
1712,0,1,0,0,1,1
1713,0,0,1,1,1,1
1714,0,0,0,1,1,0
1715,0,0,0,1,1,0
1716,0,1,0,1,1,0
1717,0,1,0,1,0,0
1718,0,1,0,1,1,0
1719,0,1,1,1,1,1
1720,0,1,0,0,1,0
1721,0,0,0,1,1,1
1722,0,1,0,1,1,0
1723,0,1,0,1,1,0
1724,0,1,0,1,1,0
1725,0,0,0,1,1,0
1726,0,0,1,0,1,1
1727,0,1,0,1,1,0
1728,0,0,1,1,1,1
1729,0,1,0,1,0,0
1730,0,1,0,1,1,0
1731,0,1,1,1,1,0
1732,0,0,1,1,1,1
1733,0,1,1,1,1,1
1734,0,1,0,1,0,1
1735,0,1,0,1,1,0
1736,0,0,0,1,1,0
1737,0,0,0,1,0,1
1738,0,0,0,0,1,0
1739,0,1,0,1,1,1
1740,0,0,1,1,1,1
1741,0,0,1,1,1,1
1742,0,1,1,1,1,0
1743,0,1,0,1,1,0
1744,0,1,0,1,1,1
1745,0,0,1,1,1,0
1746,0,1,0,1,1,1
1747,0,1,1,1,1,0
1748,0,1,0,1,1,0
1749,0,1,0,1,1,0
1750,0,1,0,1,1,0
1751,1,0,1,1,1,0
1752,0,1,0,1,1,0
1753,0,1,0,0,1,1
1754,0,0,1,1,1,0
1755,0,0,0,1,1,0
1756,0,0,0,1,1,0
1757,0,1,1,1,1,0
1758,0,1,1,1,1,0
1759,0,0,1,1,1,0
1760,0,1,0,1,1,1
1761,0,0,0,1,1,1
1762,0,1,0,1,1,1
1763,0,1,1,1,1,0
1764,0,1,0,1,1,1
1765,0,0,1,1,1,0
1766,0,0,0,1,1,0
1767,0,0,0,1,1,1
1768,0,0,0,1,1,1
1769,0,0,1,1,1,0
1770,0,1,1,1,1,0
1771,0,0,0,0,1,0
1772,0,1,0,1,1,1
1773,0,1,0,0,1,1
1774,0,1,0,1,1,0
1775,0,1,0,1,1,0
1776,0,0,1,0,1,0
1777,0,1,0,1,1,1
1778,0,0,1,1,1,0
1779,0,0,0,1,1,0
1780,0,0,1,1,1,1
1781,0,1,1,0,1,0
1782,1,0,0,1,0,0
1783,0,1,0,1,1,0
1784,0,0,1,1,1,0
1785,0,1,0,1,1,0
1786,0,1,0,1,1,0
1787,0,1,0,1,1,0
1788,0,1,0,1,1,0
1789,0,0,0,1,1,1
1790,0,0,0,1,1,1
1791,0,1,0,1,0,0
1792,0,0,0,1,1,1
1793,0,0,1,1,1,1
1794,0,1,0,1,1,0
1795,0,1,0,0,0,0
1796,0,1,0,1,1,1
1797,0,1,0,1,0,0
1798,0,1,0,1,1,0
1799,0,1,0,1,1,0
1800,0,0,0,1,1,0
1801,0,1,0,1,0,0
1802,0,0,0,1,1,0
1803,0,1,0,0,1,1
1804,0,0,0,1,1,0
1805,0,1,1,0,1,1
1806,0,0,0,1,1,0
1807,0,0,0,0,1,1
1808,0,0,0,1,1,0
1809,0,1,0,1,1,0
1810,0,0,1,1,1,1
1811,0,1,0,0,1,1
1812,0,1,0,1,0,0
1813,0,1,1,1,1,1
1814,0,1,0,1,1,1
1815,0,1,0,1,1,0
1816,0,1,0,1,1,0
1817,0,1,1,1,1,1
1818,0,0,0,1,1,1
1819,0,1,0,1,1,0
1820,0,0,0,1,0,0
1821,0,0,1,1,1,0
1822,0,0,0,1,1,1
1823,0,0,0,0,1,1
1824,0,1,0,1,0,0
1825,0,1,0,0,1,1
1826,0,1,1,1,1,0
1827,0,0,0,1,1,0
1828,0,1,0,1,1,0
1829,0,1,1,0,1,1
1830,0,0,0,0,1,0
1831,0,1,0,1,1,1
1832,0,1,1,1,1,0
1833,0,1,0,1,1,0
1834,0,0,1,0,1,1
1835,0,0,1,1,1,1
1836,0,0,1,1,0,1
1837,0,1,0,1,0,1
1838,0,1,1,1,1,0
1839,0,0,0,1,1,0
1840,0,0,0,1,1,0
1841,0,1,0,0,1,1
1842,0,1,0,1,1,0
1843,0,1,0,1,1,0
1844,0,1,0,1,1,1
1845,0,0,1,1,1,0
1846,0,0,0,1,0,1
1847,0,1,0,1,1,0
1848,0,1,0,1,1,0
1849,0,0,0,1,1,0
1850,0,0,0,1,1,0
1851,0,1,0,1,1,1
1852,0,1,0,1,0,0
1853,0,0,1,0,1,1
1854,0,0,0,1,1,1
1855,0,1,0,1,1,0
1856,0,0,1,1,1,0
1857,0,1,0,1,1,0
1858,0,1,0,1,0,0
1859,0,0,1,1,1,0
1860,0,0,0,0,1,0
1861,0,0,1,1,1,0
1862,0,0,0,1,1,0
1863,0,0,0,1,0,0
1864,0,0,0,1,1,0
1865,0,1,0,1,1,0
1866,0,0,1,1,1,0
1867,0,1,0,1,1,0
1868,0,0,1,1,1,0
1869,0,0,0,1,0,1
1870,0,0,1,1,1,1
1871,0,1,0,1,0,0
1872,0,0,0,1,1,0
1873,1,0,1,1,1,0
1874,0,1,0,1,0,0
1875,0,0,1,1,1,1
1876,0,1,1,0,1,1
1877,0,0,1,1,1,0
1878,0,0,0,1,1,1
1879,0,1,0,1,1,0
1880,0,1,0,1,1,0
1881,0,0,0,1,0,0
1882,0,0,1,1,0,0
1883,0,1,0,1,1,0
1884,0,1,0,1,1,0
1885,0,0,0,0,1,0
1886,0,0,0,1,1,0
1887,0,1,0,1,1,0
1888,0,1,0,1,1,0
1889,0,0,1,1,1,1
1890,0,0,1,0,1,1
1891,0,0,1,1,1,0
1892,0,1,0,1,1,0
1893,0,0,1,0,1,0
1894,0,0,0,1,0,0
1895,0,0,0,1,1,1
1896,0,1,0,1,1,0
1897,0,1,0,1,1,0
1898,0,1,1,1,1,0
1899,0,0,0,0,1,1
1900,0,0,1,1,1,1
1901,0,0,1,1,1,0
1902,0,0,1,1,1,1
1903,0,1,0,1,0,0
1904,0,0,0,1,1,0
1905,1,1,1,1,1,0
1906,0,1,0,1,1,0
1907,0,0,0,1,1,0
1908,0,1,1,0,1,0
1909,0,0,0,1,1,0
1910,0,1,0,1,1,0
1911,0,0,1,1,1,1
1912,0,1,0,1,0,0
1913,0,1,0,0,1,0
1914,0,1,0,1,0,0
1915,0,1,0,0,1,0
1916,0,0,1,1,1,1
1917,0,0,0,1,1,0
1918,0,0,0,1,1,0
1919,0,0,0,1,1,0
1920,0,1,0,1,1,1
1921,0,0,0,0,1,0
1922,0,1,0,1,1,0
1923,0,0,0,0,1,0
1924,0,1,0,0,1,1
1925,0,0,1,0,1,0
1926,0,1,1,1,1,1
